project_id,user_id,members,mentions,message_number
16 71 144 ,79,56 23 10 50 90 74 85 83 147 138 16,0 0 0 0 0 0 0 0,7 5 2 3 3 17 2 2
2 50 67 ,81,81 56 147 6 50 143,0 81 0 0 0 0,7 1 3 1 1 4
50 72 ,83,69 56 6 79 10 138 16 141,0 0 0 0 0,4 1 10 2 6
144,90,10 85 79 16,0 0 90 0,1 4 28 14
74 78 141 ,92,90 141 16,92 92 0,2 1 2
141 159 ,138,4 83 16 10 17,0 0 0 0 0,1 4 5 4 7
50 72 74 ,141,10 92 83,0 141 0,1 2 1
67,144,66 32 56 147 50 59,0 0 0 0 0 0,3 1 2 1 1 1
71,152,153 17 85 62,0 0 0 0,3 5 4 6
76,3,11 4 56,0 0 0,6 5 6
33 72 78 ,6,141,0,4
2 73 74 ,11,3 11 4 53 56 69 81 50,0 0 0 0 11 0 0 0,4 2 2 7 2 2 9 1
74 165 ,14,50,0,2
73 141 ,16,83 10 50 155 92,0 0 0 0 0,1 1 2 1 4
74,17,10 4 156 138 16 9 62,0 0 0 0 0,3 2 7 9 2
39 70 ,27,10 5,0 0,1 1
67,30,62,0,2
37 67 ,32,144 58 5 156,0 0 0 0,1 1 3 3
73 74 140 ,50,23 155 11 4 14 81 83 16 59 62,0 50 0 0 0 0 0 0 0 0,2 4 1 1 1 3 2 3 3 1
67,51,62,47 42,50
39,53,10 66 4 33,0 0 0 0,2 16 4 5
73 168 ,56,3 11 81 83 59 9,0 0 0 56 0 0,4 6 1 13 2 1
67,59,50 144 56,0 59 0,11 20 3
72 83 135 ,62,66 30 50 63 12 5 80 17 51 9,0 0 0 0 0 0 0 62 0 0,5 3 2 13 3 4 29 4 3 3
1,63,62,0,2
16 72 75 ,69,9 11 83,0 0 0,3 6 1
70 72 ,74,145 4 79 56,0 0 0 0,2 2 5 4
72 144 ,79,90 92 74,0 79 0,3 10 1
39 74 ,81,11 4 56 155 50 9,0 0 0 0 0 0,4 5 1 4 1 3
50 72 ,83,4 69 56 6 138 16 50 141,0 0 0 0 0 0 0 0,3 1 1 4 3 3 26 6
78,85,4 156 10 90 ,0 0 0 0 0,1 14 3 8 4
71 78 141 ,90,10 92 85 79,0 90 0 0,1 10 7 2
72 74 78 141 ,92,145 4 141 16,0 0 0 0,2 1 4 7
72 141 159 ,138,83 156 16 10 17,0 0 138,10 1 11
67 72 ,144,32 59,0 0,1 1
78,145,92,145,6
71,152,85,32 85,7
67,155,50 81 16,0 0 0,4 1 4
72,156,138 17 85 32,32 156 138 17,2 2 2
2 17 50 ,6,4 83 81 156 17 63 9 74,0 0 0 0 0 0,4 1 5 2 1 2
73 74 ,11,50 3 4 11 81 141 147 16 17 9 62,11 0 0 0 0 0 0 0 0 0 81 17,12 1 1 7 2 10 1 1 6 1 1
159 165 ,14,81 56 16,0 0 0,6 2 2
73 141 ,16,11 4 14 79 16 144,0 0 0 0 0 0,1 4 6 1 2 3
74 141 ,17,56 6 79 3 11 81 4 83 156 ,0 0 0 156 6 0,8 3 4 3 2
39,33,66 4 80 53 9,0 0 0 0,4 3 4 2
72 74 ,50,11 4 83 23 144 51 59,0 50 0 0 0 0 0 0,6 11 7 4 5 1 2 1
67,51,50 62,0 0,30 19
39,53,27 9 55 33,0 0 0 0,4 1 6 5
72 74 ,56,27 10 144 3 81 85 14 83 138 17 59,0 0 0 0 0 56 0 0 138,2 4 4 8 4 4 1 1 6
72 83 135 ,62,11 5 69 23 51 ,0 0 0 0 0 0,6 1 1 14 1 4
1,63,6,0,2
70,74,6 79 141,0 0 0,3 3 1
72 144 ,79,83 147 23 17 74,0 0 0 0,5 5 1 2
39,80,53 33,0 0,2 1
72,83,4 56 138 79 50 90 17 141,0 0 83 0 0 0 0 0,1 1 3 1 11 7 3 1
33,85,27 74 56,0 0 0,9 16 1
75 141 144 ,90,79,90,1
141 159 ,138,81 83 56 9,0 0 0 0 0,3 1 12 8 2
4 72 73 75 ,141,11 4 83 10 143 9,0 0 0 0 141 0,4 1 3 9 13 8
74,147,11 4 23 79,0 0 0,6 1 1
71,152,156 17 62,0  156,13 8 13
70 75 ,156,66 4 81 6 17 ,66 156  4 6,3 10 1
39,80,53 33,0 0,1 2
39,80,53,80,2
78,145,146 92,0 145,1 2
78,146,145,146,1
70 76 ,3,9 6 81,0 0 0,5 1 4
39,10,27 81 53 56 65 59 74,0 0 0 0 0 0,10 22 3 3 2 6
144 159 165 ,14,4 83 10 90 155,0 0 14 0 0,10 1 6 2 9
2 72 135 141 159 ,17,66 144 81 83 11 138 9 ,0 0 0 0 0 0 0 17 ,8 4 11 4 2 1 14 3 12
67 72 74 ,50,58 56 23 79 144 11 4 81 141 59 62,0 0 0 0 0 50 50 0 0 0 0,1 1 1 1 2 6 14 1 3 1 1
67,51,47,0,2
39,53,10 27 66 80,53 0 0 0,28 5 7 3
70 71 74 144 168 ,56,27 81 79 10 50 59 9 141,0 0 0 0 56 56 0,1 4 8 1 25 12 1
67,58,50,0,1
1,63,59,0,2
2,65,10,0,4
16 17 72 ,69,4 85 83 6,0 0 0 0,1 10 2 1
70,74,10 16,0 0,3 1
144,79,90 17 83 56,0 79 0,4 31 1
39,80,53,0,2
2 39 ,81,56 6 10 50 3 4 11 17 143 9 ,0 0 0 0 0 0 81 0 0 0 ,4 5 1 2 6 5 22 2 24 7 3
16 72 ,83,69 6 79 4 14 138 17 9 141,83 0 0 83 83 0 83 0 0 0,1 5 4 10 9 3 7 1 1 1
78 141 144 ,90,155 92 14 79,0 0 0 0,7 20 23 1
141,92,145 90 85,0 0 0,3 12 1
72 159 ,138,9  17 83,0 0 0 0,2 1 3 5
4 16 72 ,141,11 4 83 56 6 50,0 0 0 141 0,1 3 4 14 1
67 72 ,144,17 59,0 0,1 2
2,154,143 4 69,0 0 0,3 1 6
141,155,14,0,7
1 76 ,3,6 4 59,0 0 0,7 12 6
1 73 ,6,69 79 3 4 81 83 156 16 78   17 141,0 6 0 0 0 0 0 0 0 0 0 0,8 10 1 9 1 2 3 1 1 1 1 7
39 159 ,9,27 3 11 81 53 10 141,0 0 9 0 0 0 0,2 11 11 12 23 15 1
39 141 ,10,27 81 80 53 14 138 16 9,0 0 0 0 0 10 0 0,8 1 4 6 1 5 1 1
73 74 ,11,11 4 147 50 9,0 0 0 0 0,2 9 2 2 2
159 165 ,14,56 79 16 10 90,0 0,3 1
2 72 141 159 ,17,81 83    62,0 0    83,11 2 3 8 5
37,32,144 85,85 32,2 9
67,59,27 3 5 56 23 10 50 144 62,59 0 0 0 0 59 0 0,8 4 17 10 4 6 3 3
72 135 ,62,50   17 59 9 ,0 0 0 17   ,1 3 7 2 3
70,74,79,0,15
16 74 144 ,79,83 14 56 50 90 74,79 79 0 79 79,1 19 16 15 4
2 67 ,81,6 10 155 4 80 17 143 9 ,0 0 81 0 81 0 0 0 81,4 1 15 2 15 9 4 4 2
16 50 ,83,69 62 6 79 138 17 143  141,0 0 0 0 0 0 0 0 17 0 6,4 4 2 8 10 4 4 3 10 1 7
74 78 141 144 ,90,85 79,0 90,8 4
74 78 141 ,92,90 141,0 92,2 8
141 159 ,138,10 4 83 141,0 0 0 0,2 2 7 1
16,141,6 155 50 26 12 92 83 85 138 143 9,0 0 0 0 0 0 0 0 0 0 0 141,5 3 1 1 6 3 3 6 2 5 2 3
67,144,32 59,0 0,3 1
74,147,50 11 4 23,0 0 0,1 6 1
2 76 ,3,11 4,0 0,9 6
33 124 ,6,4 83 153 50 90 154 92 141,0 0 0 0 0 0,3 3 1 2 2 8
39 159 ,9,3 4 138 10 141,0 0 0 0 0,1 3 3 26 1
2 39 72 ,10,27 81 16 9 74,0 0 10 0 10,2 2 22 1 3
74,23,4 5 147 50 26 59,0 0 23 0 0 23,2 38 4 13 2 42
67,30,62,62 30,6
39,53,16,0,5
2 67 ,59,58 73 147 23 30 50 141,0 0 0 0 0 0,3 14 1 4 2 1
72 135 ,62,30   17 ,0 0 0,7 1 1
7 61 75 ,69,83,69,5
70,74,10 154 141,0 0 0,1 4 2
144,79,16,0,4
2 39 ,81,11 4 10 50 17 143 154,0 0 0 0 0 0 0,1 7 2 10 1 14 3
76,85,90 156 92,0 0,5 3
72 141 144 ,90,85 6 16 92,0 0 0 0,4 15 4 5
74 75 141 ,92,85 6 90 141,0 0 6 0,8 1 5 2
141 159 ,138,9 83,0 0,20 2
16 33 ,141,6 10 155 92 74 11 4 83 59 9,0 0 0 0 0 0 0 0 0 0,2 1 1 2 2 2 1 1 1 2
2 75 ,154,6 81,0 0,2 2
72 141 ,156,17 85,17 0,1 2
39 72 ,9,66 11 85 53 138 90,0 0 0 0 9 0,1 1 6 3 1 4
39 165 ,10,27 14 53 16 10 143,0 0 0 0 0 0,1 1 1 10 8 3
73 74 ,11,81 50 90 9 62,0 0 11 0 0 50 81,1 1 3 5 8 10
141,17,81,0,2
67,23,147 50 26 62,0 0 0 0,2 7 1 4
67,30,62 51,0 30,11 4
67,58,32 42,0 0,1 3
72,59,85 42 51 12 47 141,0 0 0,10 8 1
135,62,11 69 83 23 30 50 51 59,0 0 0 0 0 0 0 62,7 2 5 5 11 1 2 14
144,79,90 85,79 79,39 55
2 39 67 ,81,11 56 50 17 143,81 0 0 81 11,11 6 2 21 3
76 78 ,85,156 79 90 59 9,0 0 0 0 0,7 9 55 16 3
74 78 144 ,90,11 85 79 9 92,0 0 90 0 90,1 10 45 30 3
74 78 ,92,6 155 90 145 4 85 146 141,0 0 0 0 0,1 2 1 2 1
72 141 ,138,9 4 83,0 0 0,1 5 23
16 72 78 ,141,59,0,1
33 70 74 ,6,83 141 17  62,0 0 0,2 1 1
39,9,81 83 53 69 10 17,0 0 0 0 0 0,4 1 6 5 5 9
39 165 ,10,27 10 155 65 154 92 4 81 85 16 143 9,0 0 0 0 0 0 0 0 0 0 0 0,1 4 1 7 5 1 1 4 2 2 3 15
2 73 74 ,11,50 154 138 81,0 0 0,4 4 3
37 67 ,32,156,0,1
67,58,42,0,2
83 135 ,62,50 69,0 0,8 1
16,69,83 156 9 62,0 0 0 9,2 1 3 2
70,74,53,0,12
70 144 ,79,85 50 83,0 0 0,4 4 5
73 141 ,138,66 11 83 81,0 0 138,1 7 2
16 71 75 ,141,6 83 141,0 0 141,3 1 1
74,147,23,0,105
2,154,10 3 11 81,0 0 0 0,2 4 3 2
75,156,85 69 32,0 69 156,2 2 5
16 72 123 ,6,83,0,1
2 39 ,81,11,0,3
16,141,16,0,3
78,145,80,0,3
78,146,145,0,1
16 33 122 ,6,4 81 83 138  ,6 0 0 0,27 2 4 1
16 72 ,69,143 81,0 0,2 1
16,141,10 56,0 0,6 1
39,9,3 11 4 53 66 81 62,0 0 0 0 0 0 0 0,1 1 3 2 1 3 18 8
2 39 ,10,3 85 14 53 79 90,0 0 0 0 0,15 3 1 1 1
73 74 ,11,11 4 81 56 79 144 9,0 0 0 56 0 0 0,1 2 2 5 15 3 2
144 165 ,14,53 56 79 16 10 90,0 0 0 0 0,4 7 2 5 3
44,16,155 90 14 79,0 0 0 0,8 11 1 4
37,32,1,0,3
72 74 ,50,4 5 83 69 141 6 51 59 62,0 0 0 0 0 0,1 5 7 2 1 2
39 144 ,53,66 81 80 14 33 158 10 9,0 0 0 53 0 0 0 0,4 6 10 11 6 5 2 2
67,58,42,0,5
135,62,158 50 51 59 9,0 0 0 0 0,2 1 2 1 1
67,73,59,0,1
70,74,79,0,12
144,79,11 85 14 16 10 90 50 74 62,79 0 0 0 79 0 79,21 7 16 10 54 2 2
2 39 ,81,66 11 4 10 17 9,0 81 81 0 0 0,3 14 2 6 3 7
141 144 ,90,85 14 56 79 155,90 0 0 0,46 1 2 1
16 72 ,141,56,141,10
2,153,1  156,0 0,13 3
39 72 ,9,11 3 4 50,0 0 0 0,1 3 1 1
39 165 ,10,27 53 79 143 154,10 0 0 0 0,11 11 7 2 1
144,14,53,14,26
44,16,10 83 4 74,0 0 0 0,2 2 5 2
67,50,4 5 51 59 9,0 0 0 0 0,1 3 2 1 2
144 172 ,56,32 90 59 92 74 141,0 0 0 0 56 56,15 9 2 1 5 12
67,58,42,0,2
67 72 ,62,17 51 59,0 0 0,13 3 9
17,74,79 56 16,74 0 0,4 1 10
2 39 ,81,143 9 11 17,0 81 0 0,1 6 1 21
144,90,92 79 56,90 90 0,1 15 3
78 172 ,92,141 56,0 0,3 13
4 71 72 172 ,141,11 83 56 59 92,0 141 0 0 0,4 8 5 8 19
2 73 ,154,154 81 33,0 0 154,2 1 2
39,9,3 4 66 53 56 ,0 0 0 0 0 0 0,6 2 3 1 1 7 3
67,11,3 4 56 50 144 62,11 11 0 0 0 0,8 3 3 3 1 1
144,14,10 56 16,0 0 0,9 2 3
44,16,3 14 10 17 141,0 16 0 0 0,2 1 2 1 1
72 141 159 ,17,3 4 81    62,0 0 62 0 0 0,2 1 7 3 10 1
39 70 ,27,10 62,0 0,1 1
67,50,11 4 147 23 59 62,0 0 0 0 50 0,1 4 5 1 1 1
24 39 ,53,3 81 53 33 158 10 9,0 0 0 0 0 0 53,2 1 17 34 1 6 4
144,56,3 11 81 14 79 90 59 9,0 0 0 56 56 0 0,9 2 5 7 12 4 1
67,58,42,0,5
67,59,50 62 56,0 0 0,1 24 2
61,69,6 83 78,0 0 83 6,2 13 3
144,79,14 56 147 23 90,79 90 56 0,37 6 1
144,90,92 4 85 79,0 90 0 0,1 28 2 6
78,92,10 90,0 0,3 5
70,141,6 83 16,141 0 141,12 3 9
78,146,145,0,2
2,154,154 4 33,0 0 0,3 5 1
39,9,66 69 62 6 74 3 4 81 83 158 17 141,0 0 0 0 0 0 0 0 0 0,18 3 4 37 1 1 2 7 1 2
141 165 ,14,10 90 53,14 0,8 2
44,16,155 3 85 14,0 0 0 0,1 2 2 1
2 141 ,17,66 6 79 4 85 83 153 156 158 9  62,0 17 0 0 10 0 0 66,4 2 1 1 2 4 1 2
37,32,144,0,3
39,53,27 66 56 10 90 92 81 80 83 14 33 158,0 0 0 0 0 0 53 9 0 0 0 0,30 2 4 4 5 8 17 1 2 1 2
2,65,10,0,1
122,69,9 83,9 69,3
17,74,3 85 83 147 79 9,0 0 0 0 0 0 0,1 6 2 6 5 5 2
72,79,6 50 90 144 74 4 83 147 17,0 0 0 79 0 0 0 0,3 6 13 27 2 1 12 9
71,80,53 63,0 0,5 8
39,81,11 83 53 153 10 9,0 0 81 81 0 81,2 6 13 8 2 2
78,85,3 4 16 90 17 9  74,0 0 0 0 0 0 0 0,9 8 7 4 1 167 1 1
78 141 144 ,90,85 14 56 53 79 16 10,0 0 0 90 0 0,1 1 8 24 4 1
78 141 ,92,53 56,0,2
4,141,3 4 83 56 6 9,0 0 0 141 0 141 0,2 2 4 83 2 2 1
67,144,50 32 79,0 0,3 1
141,156,17 3 4 56,4 17 3 56,4 2 3
141 165 ,10,27 3 53 153 16 10 155 141,0 0 0 10 0 0 0 0,2 1 1 7 26 2 2 3
165,14,90,0,3
44,16,4 10 143 74 141,16 0 0 0 0,3 2 35 6 2
39,27,10,0,10
39,53,10 66 141 33,0 0 0 0,34 22 2 5
135,62,9 17 141 59,0 0 0 0,1 7 3 2
2,65,141,0,2
2 39 50 ,81,154 11 3 4,0 0 0 0,18 1 2 2
141 144 ,90,14 53 79 92,0 0 0 14,5 3 21 2
78,92,90 92,92 0,9 1
4 41 72 75 ,141,53 56 10 155 65 154 74 4 83 147 16 9 62,141 0 0 0 0 141 0 0 0 141 0 0 0,2 3 7 8 4 8 6 3 3 50 4 3 5
2,154,3 81 141 59,154 154 0 0,9 6 2 4
39 72 74 75 ,9,66 69 56 10 3 83 158 17 141,0 0 0 0 0 0 0 0 0 0 0,8 5 3 3 5 1 4 1 1 1 1
74,11,3 81 83 56 16,0 0 56 0 0,10 1 9 2 2
144 165 ,14,53 16 155 90,0 0 0 0,4 2 5 1
44,16,4 80 14 83 90 144 17 74,0 16 16 0 0 0 0 0,1 1 11 5 4 2 4 2
67,30,42,0,3
67 72 73 74 75 ,50,58 69 4 83 6 59 141,0 0 0 0 141 0,2 3 4 1 2 1
39,53,10 14 33,0 0 0,5 3 7
74,56,11 32 90 59 9  141,0 11 0 0 0 0 0 0,8 12 2 8 6 8 9 1
67,58,50 51,0 0,2 1
67,59,50 58 56,0 59 0,9 12 3
16,69,83,0,2
70,74,145 4 85 83 6 16 146,0 0 0 0 0 0,5 1 18 17 1 2
72 144 ,79,85 90 83,0 0 79,6 20 26
44,80,3 81 16,0 0 0,6 8 8
2 39 74 ,81,11 80 153 50 17 143,81 0 0 0 0 0,2 6 1 5 6 1
61 72 ,83,69 6 79 155 50 74 11 4 81 16 9 141,0 0 0 0 0 0 83 0 0 0 0 0,1 1 3 2 2 8 3 1 3 3 5 1
74 144 ,90,14 56 53 79 16,0 0 90 0,1 10 23 1
74 141 ,92,155,0,2
4 72 ,141,69 56 6 50 3 4 83 9 ,0 141 0 0 0 0 141 0,1 2 1 7 7 1 2 1
67,144,17 16,0 0,1 2
39 74 ,9,66 69 53 79 10 4 83 33 158 17,0 0 0 0 0 9 0 0 0,1 7 6 2 2 3 15 1 3
73 74 ,11,56 90 50 92 3 11 4 81 83 147 16 141,0 4 0 0 0 0 0 0 0 11 50,3 2 4 2 1 3 4 4 1 3 1
70 144 ,14,79 16,0 0,6 8
44,16,11 83 14 79 144 17 74,0 0 0 0 0 0 0,2 7 15 2 1 1 1
37,32,144,0,3 25
74,50,11 4 23 79 59 62,0 0 0 0 50,3 3 2 3 2
39 72 ,53,56 33 9 92,0 53 0 0,2 12 1 5
2 71 74 144 ,56,3 11 83 53 79 59 92 141,0 0 0 0 0 56 0 0,2 2 1 17 1 10 4 2
2,65,10 81,0 0,4 1
16,69,83 6 9 154 92,69 0 0 69 9 69,3 8 1 6 3
36 70 ,74,85 83 6 16,0 0 0 0 0,1 11 1 5 3
70 144 ,79,14 56 147 16 50 90 9,0 79 0 0 0 0 0,1 10 3 2 1 7 6
44,80,81,0,3
2 39 ,81,65 154 3 4 11 80 33 17 143 9,0 0 81 81 0 0 0 0 0 0,9 1 3 5 2 4 2 4 3 1
61,83,11 69 6 16 90 9 74 141,0 0 0 0 0 0 0 0,3 2 10 1 18 1 2 1
71 74 76 144 ,90,85 79 155 92,0 0 0 0,5 4 5 1
74 76 ,92,69 53 56 6 155 90 11 85 16 141,0 0 0 0 0 0 0 56 0,3 2 1 5 4 13 1 4 1
4 71 144 ,141,11 4 83 56 92,0 0 0 141 141 0,5 7 9 22 12 1
72,144,17 32 16,144 144,3 2
41 144 ,147,11 79,0 0,2 6
2 72 ,154,81 69,154 0,6 1
39,9,3 4 81 53 33 158 10,0 0 0 0 0 0 0,2 1 5 3 2 4 2
2 67 72 73 ,11,3 11 58 85 50 90 92,11 0 50 50 58 11,3 3 12 1 2
144 165 ,14,79 16,0 0,4 15
44,16,80 14 10 26 141,0 0 0 0 16,6 6 1 1 2
67 167 ,50,11 58 4 59,0 0 0 0 0,1 6 6 2 2
2 67 71 144 162 ,56,27 32 3 81 85 153 156 59 9 ,0 0 56 0 0 0 0 56 0,3 4 4 13 2 19 3 3 2
2,65,10 3,0 0,1 1
36,74,83 16 154 141,0 0 0,1 2 4
2,81,85 80 56 143 9,0 0 0 0 0,3 9 2 1 7
144,90,10 155 92,0 90 0,2 5 1
1 78 ,92,10 90 154,0 0 0,2 6 2
4 72 75 ,141,154 6 79 16,141 0 0 0,2 2 2 2
2 72 75 ,154,17 92 141,0 0 0,9 3 3
39 72 ,9,66 4 5 11 81 6 158 10,0 0 0 0 0 0 0 0,11 3 4 8 12 14 28 4
73 74 ,11,4 81 85 147 50 90 9 92 141,0 0 0 11 0 50 0,1 12 6 5 2 1 2
70 144 165 ,14,90 53,90,4
44,16,3 69 56 79 74,16 0 0 0 0,7 3 1 1 2
67,30,26,0,1
67,50,147 23 141,50 0 0,12 3 1
39 72 ,53,80 147 10 90 154,0 0 0 0 0,12 2 2 2 7
71,56,27 32 50 85 153 156 16 59 ,56 0 0 0 56,3 1 6 3 2
67,58,51,0,1
2 67 ,59,27 154 56,0 0 0,2 7 2
7 50 61 70 ,69,92 16,0 0,1 2
70,74,145 3 81 85 147 79 16 10 146,0 0 0 0 145 0,2 5 15 2 4 16
72 144 ,79,147 16 50 90 51 47 74,0 0 0 0 0 0 0,4 3 2 6 6 9 2
2 39 74 ,81,66 10 50 74 3 11 4 85 143 9,0 0 10 0 0 0 0 0 0,3 25 21 7 1 1 6 1 8
76 78 144 ,90,14 53 79 155 92 141,90 0 0 0 0,8 2 1 1 3
76 78 ,92,11 69 85 6 90 141,0 0 0 0 0,2 2 1 4 2
4 73 78 172 ,141,11 6 79 50 90 9 92,0 0 0 0 0 0 0,4 1 2 1 1 2 4
72,144,32,0,2
78,145,85 74 6 90 146 92 141,0 0 0,1 1 2
78,146,145 74,0,1
67,147,11 53 23 79 26 74,0 0 0 0 0,3 1 1 3 14
71,152,153 156 85,0 0 156,20 106 21
39,9,145 81 5 141 6 158 10 62,0 0 0 0 0 0 0 0,1 1 7 1 8 5 2 5
67 72 73 74 ,11,11 4 56 147 16 50 90 92,11 0 0 0 0 0,1 1 1 2 1 2
165,14,53 16 10 155 74,0 0 0 0 0,9 1 2 1 4
44,16,74 14,0 16,2 13
67,23,50 5,0 0,1 6
67 74 ,50,58 11 56 147 23 79 144 59,0 0 0 0 0 0 0 0,3 4 2 2 4 1 1 6
39 72 ,53,10 66 74 14,53 0 0 0,36 2 1 2
67,58,50 59,0 0,1 2
67,59,50 58 5 56,59 0 59 0,12 5 19 1
2,65,65,0,1
36 72 ,74,145 3 81 14 53 16 10 146,0 0 74 0 0 0,3 3 12 1 5 5
144,79,83 16 50 90 47 141,0 0 0 0 79 0,2 1 1 2 10 3
2 39 67 ,81,66 56 10 74 3 4 33 153 143 9,0 0 0 0 0 81 0 0 0,2 9 34 8 6 13 8 14 1
7 50 70 72 ,83,66 4 79 56,0 0 0 0,1 3 2 2
70 74 141 144 ,90,90 92 74 79,0 90 0 0,1 14 1 7
74 78 141 ,92,145 85 6 16 90 146 74 141,0 0 92 90 0 0 92,2 1 1 1 5 1 1
4 39 71 72 75 ,141,4 11 56 6 79 9,0 0 0 0 0 0,1 3 4 1 8 3
67,144,32 56 50 144 62,0 0 0 0 0,5 1 2 2 4
67,147,50 11,0,1
71,152,27 4 85 32 56 153 156 17 59,4 17 27 153 156 56,3 1 2 16 7 1
2,153,1  81,0,18 6
44,16,74 14,0 0,3 4
44,16,10 4 14,0 16 0,1 10 1
39,55,33,0,1
39 76 ,9,66 53 56 79 50 3 11 81 4 33 158 17  141,0 0 0 0 0 0 0 0 0 0 0,2 3 10 2 2 1 6 7 1 1 1
67 74 ,11,56 6 50 90 92 11 16 9,11 0 0 0 0 0 11 16,2 5 1 2 1 1 3
44,16,3 11 90 92 141,0 0 0 0,6 3 1 1
67,50,58 4 81 56 147 79 9,0 0 50 0 0 0,3 1 1 1 1 1
39 72 ,53,9 66 79 33,0 0 0 53,2 7 2 2
67,58,51,0,3
50,69,154 92,0 0,3 1
36 70 71 ,74,90 83,0 0,20 1
144,79,85 83 53 158 90 9,0 0 0 0 0 0,2 1 45 13 4 5
2 39 67 ,81,56 10 50 154 3 80 33 158 143 9,0 81 0 0 0 0 0 0 81 158 56,14 5 9 2 1 5 7 3 5 2
33,85,153 92 79,0 0 0,30 18 3
74 141 ,90,90 74 79,0 90 92,1 5 1
74 78 141 172 ,92,4 85 69 155 141,0 0 0 0 0,2 3 13 1 5
4 72 172 ,141,3 83 56 147 6 16 9 92,0 141 0 141 0 0 0 0,2 2 3 1 2 6 1 1
141,155,92 56,0 0,1 6
39,9,11 4 53 56 50 141,0 0 0 0 0,13 1 1 13 1
67 74 ,11,56 50 90 92 3 4 11 14 147 16 9 78,0 0 0 0 11 11 0 0 0 11 16 147,12 2 5 3 7 3 1 2 1 17 14 2
165,14,11 16,0 0,5 2
44 74 ,16,90 11 92 14,0 11 16,2 12
67 72 ,50,11 58 4 83 69 147 6 90 141,0 0 0 50 0 0,1 5 1 1 10 1
70,74,83 141 79 26 62,0 0 0 0 74,10 32 2 4 21
70,79,158 74 53,0 0 0,1 1 3
2 39 ,81,66 4 53 33,0 0 0 0,2 10 2 2
74 141 ,90,11 85 16 92,0 0 90,1 20 5
74,92,11 85 16 90 141,0 0 16,20 25 5
72 73 172 ,141,83 53 9 92 74,0 0 0 0 141,12 5 4 7 48
67 163 ,147,50 11,0 0,31 13
39,9,3 66 81 14 4 33 6 158 90 50,0 0 0 0 0 0 0 0 0,5 13 7 11 6 1 12 3 1
73 74 ,11,3 4 147 6 16 90  92 141,0 0 0 0 0 0 90 92 16 11,1 2 13 1 2 1 11
165,14,9 16,0 0,10 13
44,16,3 11 80 14 53 16 90 92,0 0 63 26 10 27 85 5 3 92 16 80 0 0 0 16,2 12 3 3 9 1 4
39 50 ,53,80 33 158 79 16 74,0 0 0 0 0 53,3 6 14 3 2 6
16 17 61 ,69,4 83 156 6 50 141,0 0 50 83,4 2 1 2
36 70 ,74,145 3 53 79 16 146,0 0 0 0 0,2 4 9 4 2
70 72 144 ,79,83 53 147 23 16 90 74,0 79 0 0 79 0,5 5 5 4 5 3
39,81,154 9 81,0 0 0,5 2 2
141,90,11 85 79 16 92,0 0 0 0 0,1 11 3 26 4
50 76 78 141 ,92,11 16 90 141,0 92 11,1 14 4
4 50 ,141,11 83 6 92 141,0 0 0 141 0,3 3 13 1 2
2 17 70 ,154,3 11  81,0 154 0,3 13 1
39,9,3 66 81 53 4 56 158 10 50 141,0 0 0 0 0 0 0 50 56,1 14 1 5 1 17 24 1
2 67 72 73 ,11,3 11 58 81 83 147 16,0 11 0 58 0 0 11,4 6 1 5 1 2 5
141 165 ,14,3 14 53 16 10,0 0 0 0 0,13 2 1 2 1
44 141 ,16,11 14 6 155 144 92,0 0 0 16 16 0,1 2 1 4 1 1
39 141 ,53,14 33 158 16 10 9,0 0 0 0 0 0,1 3 7 1 2 3
67,58,50 11,0 0,4 1
70 135 ,62,1  17,0,1
36,74,3 92 79 16,0 0 0 74,17 2 3 1
70 144 165 ,79,53 147 23 16 74,0 0 0 0 0,3 9 2 3 8
2 39 50 ,81,83 33 158 143 9,0 0 0 0,2 6 4 1
78 141 144 ,90,10 155 9 92,0 0 0 0,1 2 20 1
78 141 ,92,145 85 6 155 90 146 141,92 0 92 92 0,14 4 7 1 2
72 78 ,141,83 56 6 23 9,141 0 141 0 141,16 9 20 3 2
67,144,32 16,0 0,2 2
78,145,146 92,92,2
78,146,145 6 92,6 0,1 1
67 71 ,147,50 11 79,0 0 147,8 2 11
39,9,66 56 6 50 3 4 81 141 147 62,0 0 0 0 0 0 0 0 0 0,1 4 1 1 9 8 6 10 6 10
67 73 74 ,11,4 81 147 50,0 11 147 0,2 2 1
165,14,3 53 16,0 14 0,3 2 2
44,16,155 90 154 141,16 16 16 0,2 2 2 2
39 72 78 ,53,14 79,0 0,2 8
135,62,9,0,2
4 36 ,74,4 6 154 92 141,0 0 0 0,1 33 3 3
144 165 ,79,53 14 23 158 16 90,0 0 0 0 0,2 8 7 3 2
2 39 ,81,3 11 33 6 50 9 154,81 0 0 6,12 11 1 1
67 141 ,90,11 14 79 16 92,0 0 0 0,1 1 3 1
78,92,154 90 6 74,0 0 0 0,2 1 2 3
72 73 ,141,4 83 56 6 9 74,0 0 0 0 0,2 3 48 1 5
2 75 ,154,4 81 74 33 6 92,154 154 0 154,1 3 3 4
78,145,146,145,1
78,146,145 92,92 146,3
67 74 ,11,11,0,2
67 72 74 75 ,50,11 4 81 56 9,0 0 0,3 1 1
67 72 ,147,147,0,3
39 72 ,9,3 66 81 53 158 17,0 0 0 0 0 0,3 18 1 4 9 10
